Date,open,high,low,Close,adjclose,volume,ticker
2002-09-24,17.049999237060547,17.399999618530273,16.200000762939453,16.350000381469727,9.302607536315918,8206697.0,UNIONBANK.NS
2002-09-25,16.25,16.25,15.800000190734863,16.049999237060547,9.131915092468262,1959835.0,UNIONBANK.NS
2002-09-26,16.200000762939453,16.200000762939453,15.149999618530273,15.300000190734863,8.705191612243652,1270365.0,UNIONBANK.NS
2002-09-27,15.5,15.600000381469727,15.149999618530273,15.350000381469727,8.733637809753418,1357003.0,UNIONBANK.NS
2002-09-30,15.300000190734863,15.850000381469727,15.149999618530273,15.399999618530273,8.762085914611816,1475227.0,UNIONBANK.NS
2002-10-01,15.399999618530273,15.600000381469727,15.300000190734863,15.5,8.818984031677246,339944.0,UNIONBANK.NS
2002-10-02,15.5,15.5,15.5,15.5,8.818984031677246,0.0,UNIONBANK.NS
2002-10-03,15.600000381469727,15.600000381469727,15.399999618530273,15.449999809265137,8.790538787841797,138613.0,UNIONBANK.NS
2002-10-04,15.449999809265137,15.5,15.350000381469727,15.399999618530273,8.762085914611816,157713.0,UNIONBANK.NS
2002-10-07,15.25,15.600000381469727,15.25,15.550000190734863,8.847433090209961,179434.0,UNIONBANK.NS
2002-10-08,15.600000381469727,15.600000381469727,15.149999618530273,15.199999809265137,8.648294448852539,249002.0,UNIONBANK.NS
2002-10-09,15.25,15.399999618530273,15.0,15.0,8.534501075744629,408547.0,UNIONBANK.NS
2002-10-10,15.050000190734863,15.100000381469727,14.850000381469727,14.949999809265137,8.506052017211914,147908.0,UNIONBANK.NS
2002-10-11,15.0,15.0,14.75,14.949999809265137,8.506052017211914,267590.0,UNIONBANK.NS
2002-10-14,15.0,15.0,14.75,14.800000190734863,8.420706748962402,173558.0,UNIONBANK.NS
2002-10-15,14.800000190734863,14.800000190734863,14.800000190734863,14.800000190734863,8.420706748962402,0.0,UNIONBANK.NS
2002-10-16,14.75,14.949999809265137,14.699999809265137,14.75,8.392258644104004,206333.0,UNIONBANK.NS
2002-10-17,14.649999618530273,14.899999618530273,14.600000381469727,14.75,8.392258644104004,202202.0,UNIONBANK.NS
2002-10-18,14.800000190734863,15.649999618530273,14.699999809265137,15.199999809265137,8.648294448852539,700416.0,UNIONBANK.NS
2002-10-21,15.25,15.350000381469727,15.0,15.0,8.534501075744629,66861.0,UNIONBANK.NS
2002-10-22,15.0,15.100000381469727,14.899999618530273,14.949999809265137,8.506052017211914,105096.0,UNIONBANK.NS
2002-10-23,15.0,15.25,14.850000381469727,15.100000381469727,8.591397285461426,91154.0,UNIONBANK.NS
2002-10-24,15.0,15.449999809265137,14.949999809265137,15.050000190734863,8.56295108795166,573557.0,UNIONBANK.NS
2002-10-25,15.199999809265137,15.699999809265137,15.100000381469727,15.300000190734863,8.705191612243652,1140336.0,UNIONBANK.NS
2002-10-28,15.5,15.5,15.149999618530273,15.350000381469727,8.733637809753418,251903.0,UNIONBANK.NS
2002-10-29,15.399999618530273,15.649999618530273,15.300000190734863,15.399999618530273,8.762085914611816,477498.0,UNIONBANK.NS
2002-10-30,15.399999618530273,15.550000190734863,15.199999809265137,15.300000190734863,8.705191612243652,402321.0,UNIONBANK.NS
2002-10-31,15.399999618530273,15.449999809265137,15.199999809265137,15.25,8.676742553710938,188728.0,UNIONBANK.NS
2002-11-01,15.449999809265137,15.449999809265137,15.199999809265137,15.25,8.676742553710938,152135.0,UNIONBANK.NS
2002-11-04,15.5,15.5,15.25,15.399999618530273,8.762085914611816,111000.0,UNIONBANK.NS
2002-11-05,15.699999809265137,16.299999237060547,15.350000381469727,16.25,9.245709419250488,1346049.0,UNIONBANK.NS
2002-11-06,16.25,16.25,16.25,16.25,9.245709419250488,0.0,UNIONBANK.NS
2002-11-07,15.5,16.399999618530273,15.5,16.049999237060547,9.131915092468262,451015.0,UNIONBANK.NS
2002-11-08,15.949999809265137,16.049999237060547,15.800000190734863,15.949999809265137,9.075020790100098,171140.0,UNIONBANK.NS
2002-11-11,16.100000381469727,16.100000381469727,15.75,15.850000381469727,9.018120765686035,76556.0,UNIONBANK.NS
2002-11-12,15.899999618530273,15.949999809265137,15.600000381469727,15.75,8.961224555969238,101809.0,UNIONBANK.NS
2002-11-13,15.800000190734863,15.800000190734863,15.600000381469727,15.75,8.961224555969238,87617.0,UNIONBANK.NS
2002-11-14,15.649999618530273,16.299999237060547,15.649999618530273,15.850000381469727,9.018120765686035,462753.0,UNIONBANK.NS
2002-11-15,15.899999618530273,16.049999237060547,15.800000190734863,15.949999809265137,9.075020790100098,200980.0,UNIONBANK.NS
2002-11-18,16.0,16.100000381469727,15.850000381469727,16.0,9.10346794128418,124881.0,UNIONBANK.NS
2002-11-19,16.0,16.0,16.0,16.0,9.10346794128418,0.0,UNIONBANK.NS
2002-11-20,16.0,16.049999237060547,15.850000381469727,15.949999809265137,9.075020790100098,126554.0,UNIONBANK.NS
